,Hotel_Name,Price,Primary_Rating,Location_Rating,Cleanliness_Rating,Service_Rating,Value_Rating,Num_Reviews,Address,Amenities
541,The Village House Ny - Condominium Reviews (New York City) - Tripadvisor,0,4.0,4,2,2.5,3.5,45,"228 E 45th St Rm 1800, New York City, NY 10017-3303","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Non-smoking hotel']"
542,Oakwood At West 53Rd - Hotel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"310 W 53rd St # 312, New York City, NY 10019-5743",['Free breakfast']
543,National At The Metropolis - Hotel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"150 E 44th St, New York City, NY 10017-4068","['Fitness Center with Gym / Workout Room', 'Restaurant', 'Spa', 'Concierge', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service']"
544,Oakwood 24 East 38Th Street - Condominium Reviews (New York City) - Tripadvisor,0,4.0,4,4,5,,8,"24 E 38th St, New York City, NY 10016-2502","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Free breakfast', 'Non-smoking hotel', 'Self-serve laundry']"
545,My City House - Hostel Reviews (New York City) - Tripadvisor,0,5.0,,,,,1,"West 47th & 9th Ave, New York City, NY 10036",[]
546,Upper West Side Townhouse - B&B Reviews (New York City) - Tripadvisor,0,0,,,,,0,"320 W 75th St, New York City, NY 10023-1612",[]
547,Chelsmore Apartments - Condominium Reviews (New York City) - Tripadvisor,0,4.0,4.5,3,3.5,4,27,"205 W 15th St, New York City, NY 10011-6412","['Free High Speed Internet (WiFi)', 'Internet', 'Non-smoking hotel']"
548,Courtyard - Hotel Reviews (New York City) - Tripadvisor,0,4.0,4,4,3.5,3,6,"1717 Broadway, New York City, NY 10019-5214",[]
549,Comfortstaynyc - Guest House Reviews (New York City) - Tripadvisor,0,4.5,4,4.5,4.5,5,5,"43 W 118th St, New York City, NY 10026-1931",[]
550,Yourstay Midtown Apartments - Prices & Hotel Reviews (New York City) - Tripadvisor,0,3.0,3,2.5,3,,52,"50 W 34th St, New York City, NY 10001-3097","['Fitness Center with Gym / Workout Room', 'Pool', 'Business Center with Internet Access', 'Non-smoking hotel', 'Dry cleaning']"
551,Margot Guest House - Reviews (New York City) - Tripadvisor,0,4.5,4,4.5,4.5,4.5,73,"1698 Lexington Ave, New York City, NY 10029-3901","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet']"
552,Excellent Apartment By Central Park - Guest House Reviews (New York City) - Tripadvisor,0,0,,,,,0,"242 E 58th St, New York City, NY 10022-2001",[]
553,House Zaza - Guest House Reviews (New York City) - Tripadvisor,0,0,,,,,0,Not Found,[]
554,Lincoln Road Bed & Breakfast - Prices & Lodge Reviews (New York City) - Tripadvisor,0,5.0,5,5,5,5,4,"176 Lincoln Rd, New York City, NY 11225-3423",[]
555,Apt 168 - Condominium Reviews (New York City) - Tripadvisor,0,4.5,4.5,4,4,4.5,20,"400 W 37th St, New York City, NY 10018-5628","['Free High Speed Internet (WiFi)', 'Free internet', 'Internet']"
556,Bristol Plaza - Prices & Hotel Reviews (New York City) - Tripadvisor,0,5.0,4.5,5,5,4.5,15,"210 E 65th St, New York City, NY 10065-6697","['Free High Speed Internet (WiFi)', 'Free internet', 'Fitness Center with Gym / Workout Room', 'Pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Airport transportation', 'Spa', 'Concierge', 'Wifi', 'Public wifi', 'Internet', 'Indoor pool']"
557,Shepherd Guest House - Lodge Reviews (New York City) - Tripadvisor,0,5.0,5,4,5,,2,"539 Shepherd Ave, New York City, NY",[]
558,The Dorset - Prices & Hotel Reviews (New York City) - Tripadvisor,0,2.0,2,1.5,1,,2,"30 W 54th St, New York City, NY 10019-5405",[]
559,Larchmont Hotel - Prices & Reviews (New York City) - Tripadvisor,0,4.0,4.5,4,4,4,504,"27 W 11th St, New York City, NY 10011-8601","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Free breakfast', 'Non-smoking hotel']"
560,Javind Suites - Condominium Reviews (New York City) - Tripadvisor,0,2.5,5,4,4,,2,"East 52nd and 2nd avenues, New York City, NY 10022",[]
561,The Sutton Residence - Prices & Guest House Reviews (New York City) - Tripadvisor,0,4.5,5,4.5,4.5,4.5,86,"Lexington Avenue and 47th Street, New York City, NY","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet']"
562,Sacred Heart Residence - Hostel Reviews (New York City) - Tripadvisor,0,4.0,4.5,4,3.5,4,59,"432 W 20th St, New York City, NY 10011-2902","['Free internet', 'Internet']"
563,Mount Royal Hotel & Hostel - Reviews (New York City) - Tripadvisor,0,2.0,4,2,2.5,2,65,"315 W 94th St, New York City, NY 10025-6829",[]
564,Sha107 Inn - B&B Reviews (New York City) - Tripadvisor,0,0,,,,,0,"107 W 126th St, New York City, NY 10027-4462",[]
565,Jones Street Guesthouse - Prices & Guest House Reviews (New York City) - Tripadvisor,0,4.5,5,4.5,4.5,4.5,80,"31 Jones St, New York City, NY 10014-4149","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Non-smoking hotel']"
566,Nyc Home Suites ,0,0,,,,,0,Not Found,[]
567,W55Ny - Specialty B&B Reviews (New York City) - Tripadvisor,0,3.5,4,3.5,3,3.5,23,"West 55th St. & 8th Avenue, New York City, NY 10019",[]
568,Ny Oyado - Condominium Reviews (New York City) - Tripadvisor,0,3.0,4,4,3.5,4,31,"823 Avenue of the Americas, New York City, NY 10001-6356",[]
569,Downtown Grand Apartments - Inn Reviews (New York City) - Tripadvisor,0,0,,,,,0,"73B Eldridge St, New York City, NY 10002-5291",[]
570,Times Square Dream Hostel - Reviews (New York City) - Tripadvisor,0,3.0,4.5,3.5,3.5,3.5,47,"572 9th Ave Apt 1, New York City, NY 10036-3740",['Internet']
571,Luxury 2 Bedrooms Upper West Side Manhattan - Lodging Reviews (New York City) - Tripadvisor,0,0,,,,,0,"189 W 89th St, New York City, NY 10024-1959",[]
572,Village Guest House - Reviews (New York City) - Tripadvisor,0,3.5,5,4,4.5,4,4,"17 Barrow St, New York City, NY 10014-3823","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet']"
573,Times Square World - Hostel Reviews (New York City) - Tripadvisor,0,4.0,4,4,3,3,1,"324 W 49th St, New York City, NY 10019-7312",[]
574,Signature Properties - Hotel Reviews (New York City) - Tripadvisor,0,2.0,2.5,2,2.5,1.5,3,"Suite#1AW 160 Bleecker Street, New York City, NY 10012",[]
575,Econolodge - Hotel Reviews (New York City) - Tripadvisor,0,3.5,4,4,,,5,"302 W 47th St Hell's Kitchen, New York City, NY 10036-3101",[]
576,John Street Suites By Aba - Hotel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"100 John St, New York City, NY 10038-3807",[]
577,Living Manhattan - Prices & Condominium Reviews (New York City) - Tripadvisor,0,4.0,4.5,4,4,4,61,"344 E 51st St Between 1st And 2nd Ave, New York City, NY 10022-7823",[]
578,Bubba And Bean (Bb) Lodges - Prices & Guest House Reviews (New York City) - Tripadvisor,0,4.5,4.5,5,4.5,4.5,264,"1598 Lexington Ave (Between 101 & 102 street), New York City, NY 10029-6150","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Non-smoking hotel']"
579,Sakuratei - Condominium Reviews (New York City) - Tripadvisor,0,2.5,4,2.5,2,3.5,4,Not Found,[]
580,East Side Riviera - Prices & Hostel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"2163 1st Ave, New York City, NY 10029-3093",[]
581,The Yale Club - Specialty Hotel Reviews (New York City) - Tripadvisor,0,4.0,5,5,5,,8,"50 Vanderbilt Ave, New York City, NY 10017-3803",[]
582,On The Hudson House - B&B Reviews (New York City) - Tripadvisor,0,2.0,,,,,1,"838 Riverside Dr, New York City, NY 10032-5410",[]
583,Royal Suites Manhattan - Lodge Reviews (New York City) - Tripadvisor,0,3.5,3,4.5,4,4.5,8,"160 E 116th St, New York City, NY 10029-1395",[]
584,Big Apple Hostel - Prices & Reviews (New York City) - Tripadvisor,0,4.0,5,3.5,3.5,4.5,62,"119 W 45th St, New York City, NY 10036-4043","['Free internet', 'Non-smoking hotel']"
585,Harlem Guest House - Reviews (New York City) - Tripadvisor,0,0,,,,,0,"9 E 128th St Apt 1, New York City, NY 10035-1276",[]
586,Kore 31 - Condominium Reviews (New York City) - Tripadvisor,0,5.0,4,5,1,4,1,"138-140 East 31st Street, New York City, NY 10016-6925",[]
587,East Village Suites - Condominium Reviews (New York City) - Tripadvisor,0,4.0,4.5,4.5,4,4.5,146,"Avenue B and East 4th street, New York City, NY 10009","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet']"
588,Design Dream - Hostel Reviews (New York City) - Tripadvisor,0,3.5,4,3,3.5,3.5,25,"3rd Ave. bet. 28th street and 27th street, New York City, NY",[]
589,Hi New York City Hostel ,0,4.0,4,4,4,4,2023,"891 Amsterdam Ave, New York City, NY 10025-4403","['Free High Speed Internet (WiFi)', 'Coffee shop', 'Game room', 'Billiards', 'BBQ facilities', 'Baggage storage', '24-hour front desk', 'Express check-in / check-out', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Snack bar', 'Vending machine', 'Entertainment staff', 'Evening entertainment', 'Table tennis', 'Convenience store', 'Non-smoking hotel', 'Outdoor furniture', 'Picnic area', 'Shared bathroom', 'Shared kitchen', 'Shared lounge / TV area', 'Sun terrace', 'Laundry service', 'Self-serve laundry']"
590,The Bowery House By Oyo - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,0,3.5,4,4,4,3.5,669,"220 Bowery, New York City, NY 10012-4203","['Free parking', 'Free High Speed Internet (WiFi)', 'Free internet', 'Rooftop terrace', 'Baggage storage', 'Non-smoking hotel', 'Shared bathroom', '24-hour front desk', 'Wifi', 'Internet', 'Shared lounge / TV area', 'Sun terrace']"
591,The Marmara Park Avenue - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,0,4.5,4.5,4.5,4.5,4.5,396,"114 E 32nd St, New York City, NY 10016-5506","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar / lounge', 'Babysitting', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Parking garage', 'Free internet', 'Wifi', 'Internet', 'Yoga classes', 'Sauna', 'Heated pool', 'Coffee shop', 'Breakfast in the room', 'Wine / champagne', 'Meeting rooms', 'Fax / photocopying', 'Spa', 'Couples massage', 'Foot massage', 'Full body massage', 'Hammam', 'Head massage', 'Massage', 'Neck massage', 'Steam room', 'Baggage storage', 'Concierge', 'Newspaper', 'Sun terrace', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
592,Solita Soho Hotel ,0,4.0,4.5,4,4,4,551,"159 Grand St, New York City, NY 10013-3119","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Golf course', 'Nightclub / DJ', 'Pets Allowed ( Dog / Pet Friendly )', 'Spa', 'Parking', 'Free internet', 'Wifi', 'Internet', '24-hour security', 'Concierge', 'Non-smoking hotel', 'Shops', 'ATM on site', '24-hour check-in', '24-hour front desk', 'Laundry service']"
593,Beekman Tower ,0,4.0,4,4.5,4,4,69,"3 Mitchell Pl, New York City, NY 10017-1800","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Concierge', 'Non-smoking hotel', 'Free internet', 'Wifi', 'Internet', 'Shared lounge / TV area', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Self-serve laundry']"
594,Aka Wall Street - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,0,4.5,5,5,4.5,4.5,214,"84 William St New York, NY, New York City, NY 10038-4601","['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Children Activities (Kid / Family Friendly)', 'Business Center with Internet Access', 'Meeting rooms', 'Rooftop terrace', 'Baggage storage', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Vending machine', 'Concierge', 'Non-smoking hotel', 'ATM on site', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Self-serve laundry']"
595,Aka United Nations - Updated 2020 Prices & Condominium Reviews (New York City) - Tripadvisor,0,5.0,4.5,5,5,5,67,"234 E 46th St btwn 2nd & 3rd Aves, New York City, NY 10017-2931","['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Children Activities (Kid / Family Friendly)', 'Business Center with Internet Access', 'Meeting rooms', 'Massage', 'Baggage storage', 'Non-smoking hotel', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Dry cleaning', 'Laundry service']"
596,Sanctuary Nyc Retreats - Updated 2020 Prices & Specialty B&B Reviews (New York City) - Tripadvisor,0,4.5,4.5,4.5,4,4.5,257,"196A Stanton St, New York City, NY 10002-1809","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Free breakfast', 'Non-smoking hotel']"
597,Hotel 309 - Prices & Condominium Reviews (New York City) - Tripadvisor,0,3.0,4.5,3,3,3.5,506,"309 W 14th St, New York City, NY 10014-5001","['Wifi', 'Vending machine', 'Table tennis', 'Taxi service', 'Baggage storage', 'Concierge', '24-hour check-in', '24-hour front desk', 'Paid wifi', 'Internet', 'Newspaper', 'Non-smoking hotel', 'Express check-in / check-out']"
598,East Village Apartments By Sudha - Updated 2020 Prices & Condominium Reviews (New York City) - Tripadvisor,0,5.0,4.5,5,4.5,4.5,393,"32 E 3rd St East 3rd Street at 2nd Avenue, New York City, NY 10003","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Airport transportation', 'Non-smoking hotel', 'Clothes dryer', 'Self-serve laundry', 'Washing machine', 'Internet']"
599,Hotel Five44 - Prices & Reviews (New York City) - Tripadvisor,0,3.0,3.5,3,3,4,128,"544 W 48th St Midtown West, New York City, NY 10036-1102","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Non-smoking hotel']"
600,Chelsea Cabins ,0,3.0,4.5,3,3.5,3,60,"370 8th Ave 3rd Floor, New York City, NY 10001-4849","['Free High Speed Internet (WiFi)', 'Free internet', 'Breakfast available', '24-hour security', 'Baggage storage', 'Non-smoking hotel', '24-hour check-in', '24-hour front desk', 'Wifi', 'Internet']"
601,The Harlem Flophouse - Prices & Guest House Reviews (New York City) - Tripadvisor,0,4.5,4,4.5,4,4.5,205,"242 W 123rd St, New York City, NY 10027-5428","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Non-smoking hotel']"
602,Saint Nicholas Inn - Prices & Hotel Reviews (New York City) - Tripadvisor,0,4.0,4,4,4.5,4.5,100,"154th Street, New York City, NY 10032","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Free breakfast', 'Non-smoking hotel']"
603,Flatiron Hotel - Prices & Reviews (New York City) - Tripadvisor,0,4.0,4.5,4.5,4,4,866,"9 W 26th St, New York City, NY 10010-1003","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Bar / lounge', 'Restaurant', 'Breakfast available', 'Evening entertainment', 'Non-smoking hotel', 'Public wifi', 'Internet']"
604,Harlem Grand - Prices & B&B Reviews (New York City) - Tripadvisor,0,4.5,4.5,4.5,4.5,4.5,127,"343 W 122nd St, New York City, NY 10027-5101","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Concierge', 'Non-smoking hotel']"
605,Soho House New York - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,0,4.5,4.5,4.5,4.5,4,289,"29 - 35 Ninth Avenue, New York City, NY 10014","['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar / lounge', 'Meeting rooms', 'Spa', 'Rooftop terrace', 'Concierge', 'Free internet', 'Wifi', 'Internet', 'Rooftop pool', 'Restaurant', 'Poolside bar', 'Rooftop bar', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service']"
606,Hello Broadway ,0,0,,,,,0,"38 West 31 St. 214 NoMad, New York City, NY 10001-4403",[]
607,Waldorf Astoria New York - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,0,4.0,4.5,4,4,3.5,11579,"301 Park Avenue, New York City, NY 10022-6844","['Parking', 'Free internet', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Babysitting', 'Car hire', 'Business Center with Internet Access', 'Conference facilities', 'Wifi', 'Public wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Sauna', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Banquet room', 'Meeting rooms', 'Spa', 'Baggage storage', 'Concierge', 'Currency exchange', 'Non-smoking hotel', 'Butler service', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
608,255West Guesthouse - Updated 2020 Guest House Reviews (New York City) - Tripadvisor,0,4.5,4,5,5,5,84,"255 W 132nd St, New York City, NY 10027-7803","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Non-smoking hotel']"
609,Nh Collection New York Madison Avenue ,0,3.5,4.5,3.5,3.5,3.5,2816,"22 E 38th St Midtown, New York City, NY 10016-2502","['Bar / lounge', 'Coffee shop', 'Bicycle rental', 'Banquet room', 'Meeting rooms', 'Baggage storage', 'Concierge', 'Laundry service', 'Breakfast buffet', 'Fax / photocopying', 'Photo copier / fax In business center', 'Non-smoking hotel']"
610,Woogo - Central Park - Prices & Condominium Reviews (New York City) - Tripadvisor,0,3.0,4,3,2.5,3,265,"240 W 73rd St, New York City, NY 10023-2700","['Fitness Center with Gym / Workout Room', 'Tennis court']"
611,Candy Hostel - Reviews (New York City) - Tripadvisor,0,2.5,3.5,2.5,2.5,3,354,"316 W 95th St, New York City, NY 10025-6101","['Tennis court', 'Shuttle bus service']"
612,The International Cozy Inn ,0,4.0,4,4,4,4,135,"248 Lenox Avenue Malcolm X Blvd, New York City, NY 10027-5543","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Public wifi', 'Paid internet', 'Internet', 'Baggage storage', 'Non-smoking hotel']"
613,515 Flats - Specialty Hotel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"515 W 47th St, New York City, NY 10036-2211",[]
614,Envoy Club Suites - Prices & Hotel Reviews (New York City) - Tripadvisor,0,3.5,3.5,3.5,3,3.5,130,"377 E 33rd St, New York City, NY 10016-9474","['Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Meeting rooms', 'Concierge', 'Paid wifi', 'Paid internet', 'Internet', 'Non-smoking hotel', 'Laundry service']"
615,1600 Broadway On The Square - Condominium Reviews (New York City) - Tripadvisor,0,4.0,4.5,4,4.5,4.5,19,"1600 Broadway 4th Floor Between 48th & 49th Streets, New York City, NY 10019-7413","['Free High Speed Internet (WiFi)', 'Internet', 'Clothes dryer', 'Washing machine']"
616,116 John Street Apartments - Updated 2020 Prices & Lodging Reviews (New York City) - Tripadvisor,0,5.0,5,4,,,2,"116 John St, New York City, NY 10038-3305",[]
617,Michael - Guest House Reviews (New York City) - Tripadvisor,0,4.0,4,4,4,4.5,40,"15 Sylvan Ter, New York City, NY 10032-5305","['Free High Speed Internet (WiFi)', 'Free internet', 'Internet']"
618,Bei Ny-Queens - Guest House Reviews (New York City) - Tripadvisor,0,0,,,,,0,"6444 Austin St, New York City, NY 11374-4052",[]
619,Bluebird Suites In Times Square - Prices & Lodging Reviews (New York City) - Tripadvisor,0,0,,,,,0,"235 W 48th St, New York City, NY 10036-1404",[]
620,The Modern @ Rockefeller - Prices & Lodging Reviews (New York City) - Tripadvisor,0,4.0,,,,,1,"18 W 48th St, New York City, NY 10036-1815",[]
621,Bluebird Suites In Midtown West - Prices & Lodging Reviews (New York City) - Tripadvisor,0,0,,,,,0,"235 W 56th St, New York City, NY 10019-4307",[]
622,The Melva Inn - Prices & Specialty Inn Reviews (New York City) - Tripadvisor,0,3.0,3.5,3,2.5,3,28,"W 120th St, New York City, NY 10027-6308",['Bar / lounge']
623,Serene Homes E25 - Condominium Reviews (New York City) - Tripadvisor,0,1.0,4,1,1,1,1,"61 Lexington Ave, New York City, NY 10010-1832","['Free High Speed Internet (WiFi)', 'Wifi', 'Non-smoking hotel']"
624,Empire 120 - Condominium Reviews (New York City) - Tripadvisor,0,0,,,,,0,"2201 3rd Ave, New York City, NY 10035-3529",[]
625,West 46Th Street Apartment - Condominium Reviews (New York City) - Tripadvisor,0,2.5,4.5,2.5,2,2.5,53,"334 W 46th St, New York City, NY 10036-3883","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Non-smoking hotel']"
626,La Maison D'Art - Guest House Reviews (New York City) - Tripadvisor,0,5.0,,,,,1,"259 W 132nd St, New York City, NY 10027-7966",[]
627,West 30Th Street Guest House ,0,0,,,,,0,"360 W 30th St, New York City, NY 10001-2704",[]
628,Abcstay - Prices & Lodging Reviews (New York City) - Tripadvisor,0,0,,,,,0,"13 E 9th St Suite R247, New York City, NY 10003-5910","['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Clothes dryer', 'Washing machine']"
629,Oxbridge Apartments Carnegie Hill - Prices & Condominium Reviews (New York City) - Tripadvisor,0,3.0,3.5,3.5,2.5,4,37,"1412 Madison Ave East 97 St., Carnegie Hill, New York City, NY 10029-6941","['Free breakfast', 'Meeting rooms', 'Non-smoking hotel']"
630,Courtyard New York Downtown Manhattan / Financial District - Prices & Hotel Reviews (New York City) - Tripadvisor,0,5.0,5,5,,,3,"215 Pearl St, New York City, NY 10038-4916","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Taxi service', 'Business Center with Internet Access', 'Baggage storage', 'Convenience store', 'Valet parking', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Free wifi in the business center', 'Internet', 'Coffee shop', 'Restaurant', 'Breakfast available', 'ATM on site', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Clothes dryer', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Washing machine']"
631,Fairfield Inn New York Long Island City/Manhattan View - Hotel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"5234 Van Dam St, New York City, NY 11101-3221",[]
632,Bowery'S Whitehouse Hotel - Prices & Hostel Reviews (New York City) - Tripadvisor,0,2.0,4,2,2.5,2.5,354,"340 Bowery, New York City, NY 10012-2458",[]
633,Global Luxury Suites At Symphony House - Prices & Condominium Reviews (New York City) - Tripadvisor,0,4.0,5,4.5,4.5,,2,"235 W 56th St, New York City, NY 10019-4307",[]
634,Lita'S New York Apartments - Prices & Lodging Reviews (New York City) - Tripadvisor,0,0,,,,,0,"417 W 145th St, New York City, NY 10031-5241",[]
635,Lafayette House - Prices & Hotel Reviews (New York City) - Tripadvisor,0,4.5,5,4.5,4,4,48,"38 E 4th St, New York City, NY 10003-7008","['Free High Speed Internet (WiFi)', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Airport transportation', 'Concierge', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service', 'Free internet', 'Wifi', 'Public wifi', 'Internet']"
636,Comfort Inn Sunset Park / Park Slope - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,0,4.0,3.5,4,4,3.5,36,"353 38th St, New York City, NY 11232-2511","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Business Center with Internet Access', 'Non-smoking hotel']"
637,The Gallery House - Prices & Lodging Reviews (New York City) - Tripadvisor,0,5.0,5,5,5,,1,"West 137th Street & Frederick Douglass Blvd, New York City, NY 10030",[]
638,Bridgestreet At Centria - Specialty Hotel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"18 E 48th St, New York City, NY 10017-1014",[]
639,Sunny Private Bedroom In Uptown Manhattan - Prices & Lodging Reviews (New York City) - Tripadvisor,0,0,,,,,0,"4443 Broadway, New York City, NY 10040-2603",[]
640,Upper Manhattan Deluxe - Condominium Reviews (New York City) - Tripadvisor,0,0,,,,,0,"2645 Frederick Douglass Blvd, New York City, NY 10030-1544",[]
641,Manhattan Bowery Lodge - Prices & Reviews (New York City) - Tripadvisor,0,2.5,4,2,2,2.5,46,"81 Bowery 2nd Floor, New York City, NY 10002-4934","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Non-smoking hotel', '24-hour front desk']"
642,Hotel Cliff - Prices & Reviews (New York City) - Tripadvisor,0,2.5,1,4.5,2.5,2,10,"505 W 181st St, New York City, NY 10033-5102","['Free parking', 'Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Children Activities (Kid / Family Friendly)', 'Airport transportation', 'Concierge', 'Laundry service', 'Internet']"
643,United Nations Apartment Hotel - Condominium Reviews (New York City) - Tripadvisor,0,2.0,3.5,2,2,2,26,"302 E 45th St, New York City, NY 10017-3401","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel']"
644,Sugar Hill Suites - B&B Reviews (New York City) - Tripadvisor,0,2.5,2.5,3,2.5,3,28,"458 W 141st St Manhattan, New York City, NY 10031-6202","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Bar / lounge', 'Non-smoking hotel']"
645,Hyatt Centric 39Th & 5Th New York - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,0,1.0,,,,,1,"16 E 39th St, New York City, NY 10016-0108",[]
646,Candy Hill Harlem - Prices & B&B Reviews (New York City) - Tripadvisor,0,4.0,4,4,4,4,465,"460 W 141st St (between Amsterdam Ave and Convent Ave), New York City, NY 10031-6234","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet']"
647,Mulberry Suites Nyc - Condominium Reviews (New York City) - Tripadvisor,0,5.0,5,5,,,1,"145 Mulberry St, New York City, NY 10013-4766","['Wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Restaurant', 'Self-serve laundry']"
648,Inter-Continental Central Park South New York - Hotel Reviews (New York City) - Tripadvisor,0,4.5,5,5,4.5,5,5,"112 Central Park S, New York City, NY 10019-1503",[]
649,Apollo Inn - Hotel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"2027 7th Avenue, New York City, NY 10027-6212",[]
650,Residence Suites - Condominium Reviews (New York City) - Tripadvisor,0,1.0,5,2,1,1,1,"70 W 55th St, New York City, NY 10019-5320","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Business Center with Internet Access', 'Concierge', 'Non-smoking hotel', 'Laundry service', 'Internet']"
651,Hotel Carter - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,0,2.5,4.5,2.5,2.5,3.5,4302,"250 W 43rd St, New York City, NY 10036-3970","['Wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Concierge']"
652,Private Bedroom In New York City - Prices & Guest House Reviews - Tripadvisor,0,0,,,,,0,"236 W 135th St, New York City, NY 10030-2822",[]
653,Hotel 17 - Prices & Reviews (New York City) - Tripadvisor,0,4.0,4.5,4,3.5,4,1355,"225 East 17th Street, New York City, NY 10003-3699","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Non-smoking hotel']"
